cost|feature_combination|train_MSE|test_MSE|train_r^2|test_r^2|train_acc|test_acc|train_F1|test_F1
100|['AirTemp', 'Omega', 'dAirTemp', 'dQV', 'LifeTime']|0.1203921568627451|0.1206896551724138|0.5183128489901399|0.5153362733201132|0.8796078431372549|0.8793103448275862|0.8751525010166735|0.88208269525268
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'dOmega', 'dVWinds']|0.13411764705882354|0.1206896551724138|0.46339737574797346|0.5153362733201132|0.8658823529411764|0.8793103448275862|0.860635696821516|0.88208269525268
1|['AirTemp', 'QV', 'Omega', 'VWinds', 'Lon', 'dVWinds']|0.1349019607843137|0.11912225705329153|0.46025934870556395|0.5216306074328391|0.8650980392156863|0.8808777429467085|0.8579686209744013|0.8819875776397516
4|['AirTemp', 'QV', 'Omega', 'Lon', 'dSeaLevPress', 'dUWinds']|0.12588235294117647|0.11912225705329153|0.4963466596932734|0.5216306074328391|0.8741176470588236|0.8808777429467085|0.8689260922825643|0.8819875776397516
1|['AirTemp', 'Omega', 'UWinds', 'Lon', 'dOmega', 'dSeaLevPress']|0.1403921568627451|0.11912225705329153|0.4382931594086974|0.5216306074328391|0.8596078431372549|0.8808777429467085|0.8530377668308704|0.8819875776397516
4|['AirTemp', 'Omega', 'UWinds', 'Lat', 'WaveTrajectory', 'LifeTime']|0.12941176470588237|0.11912225705329153|0.4822255380024305|0.5216306074328391|0.8705882352941177|0.8808777429467085|0.8649754500818331|0.8819875776397516
49|['AirTemp', 'QV', 'Omega', 'UWinds', 'dAirTemp', 'dVWinds']|0.11137254901960784|0.1206896551724138|0.5544001599778493|0.5153362733201132|0.8886274509803922|0.8793103448275862|0.8857602574416734|0.8817204301075269
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'Lat', 'Lon']|0.13019607843137254|0.11912225705329153|0.479087510960021|0.5216306074328391|0.8698039215686274|0.8808777429467085|0.865040650406504|0.881619937694704
4|['AirTemp', 'QV', 'Omega', 'UWinds', 'dSeaLevPress', 'dUWinds']|0.12627450980392158|0.11912225705329153|0.49477764617206854|0.5216306074328391|0.8737254901960785|0.8808777429467085|0.8692120227457352|0.881619937694704
1|['AirTemp', 'QV', 'Omega', 'SeaLevPress', 'UWinds', 'LifeTime']|0.12980392156862744|0.11912225705329153|0.48065652448122576|0.5216306074328391|0.8701960784313726|0.8808777429467085|0.8642886428864288|0.881619937694704
1|['AirTemp', 'Omega', 'SeaLevPress', 'UWinds', 'Lon', 'WaveTrajectory']|0.12941176470588237|0.11912225705329153|0.4822255380024305|0.5216306074328391|0.8705882352941177|0.8808777429467085|0.8638613861386137|0.881619937694704
1|['AirTemp', 'Omega', 'UWinds', 'Lat', 'Lon', 'WaveTrajectory']|0.13215686274509805|0.11912225705329153|0.47124244335399723|0.5216306074328391|0.8678431372549019|0.8808777429467085|0.8614878750513769|0.881619937694704
1|['AirTemp', 'QV', 'Omega', 'UWinds', 'dAirTemp', 'dVWinds']|0.13019607843137254|0.11912225705329153|0.479087510960021|0.5216306074328391|0.8698039215686274|0.8808777429467085|0.8637110016420362|0.88125
